dish_id,dish_label,dish_class,dish_family,dish_name,cuisine,course,protein_type,source,label_quality,source_dish_label,original_path,ingredients,image_path
948,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,lamb,garlic,tofu",public_images/food101/donuts/food101_donuts_000019.jpg
949,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,avocado,cream,beef",public_images/food101/donuts/food101_donuts_000020.jpg
950,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,rice,potato,lamb,tofu,chicken",public_images/food101/donuts/food101_donuts_000021.jpg
951,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,avocado,chicken,lamb,tomato,beans,mushroom",public_images/food101/donuts/food101_donuts_000022.jpg
952,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,shrimp,spice",public_images/food101/donuts/food101_donuts_000023.jpg
953,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,potato,beef,pasta,garlic,spice,egg",public_images/food101/donuts/food101_donuts_000024.jpg
954,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,egg,mushroom,cream,chili",public_images/food101/donuts/food101_donuts_000025.jpg
955,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"avocado,chili,spice,cheese",public_images/food101/donuts/food101_donuts_000026.jpg
956,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,cheese,chili,shrimp,spinach,rice",public_images/food101/donuts/food101_donuts_000027.jpg
957,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,rice,chili,lamb,tomato,pasta,mushroom",public_images/food101/donuts/food101_donuts_000028.jpg
958,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,spice,spinach",public_images/food101/donuts/food101_donuts_000029.jpg
959,donuts,donuts,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,chili,lamb",public_images/food101/donuts/food101_donuts_000030.jpg
960,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,lamb,chili,rice,potato,beans,spinach",public_images/food101/dumplings/food101_dumplings_000001.jpg
961,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,spice,mushroom,cheese,potato",public_images/food101/dumplings/food101_dumplings_000002.jpg
962,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,shrimp,spice,egg",public_images/food101/dumplings/food101_dumplings_000003.jpg
963,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,beans,avocado,fish,cheese,shrimp,garlic",public_images/food101/dumplings/food101_dumplings_000004.jpg
964,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,tofu,fish,cheese,avocado,shrimp,cream",public_images/food101/dumplings/food101_dumplings_000005.jpg
965,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,mushroom,garlic,avocado,tofu,spinach,beans",public_images/food101/dumplings/food101_dumplings_000006.jpg
966,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,garlic,lamb,fish,mushroom",public_images/food101/dumplings/food101_dumplings_000007.jpg
967,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tomato,potato,spice,shrimp",public_images/food101/dumplings/food101_dumplings_000008.jpg
968,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,lamb,tofu,potato,shrimp,chicken,beans",public_images/food101/dumplings/food101_dumplings_000009.jpg
969,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,chicken,mushroom",public_images/food101/dumplings/food101_dumplings_000010.jpg
970,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,chicken,egg,tomato",public_images/food101/dumplings/food101_dumplings_000011.jpg
971,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,chicken,rice,mushroom",public_images/food101/dumplings/food101_dumplings_000012.jpg
972,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,egg,beef,cheese,chili,tomato,avocado",public_images/food101/dumplings/food101_dumplings_000013.jpg
973,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,rice,lamb,tomato",public_images/food101/dumplings/food101_dumplings_000014.jpg
974,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,pasta,cream,shrimp",public_images/food101/dumplings/food101_dumplings_000015.jpg
975,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,cream,garlic,spinach,avocado,tomato,fish",public_images/food101/dumplings/food101_dumplings_000016.jpg
976,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,pasta,chili,shrimp,cream,mushroom,chicken",public_images/food101/dumplings/food101_dumplings_000017.jpg
977,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,fish,beans,cheese,tomato",public_images/food101/dumplings/food101_dumplings_000018.jpg
978,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,shrimp,chili,pasta,potato,avocado,rice",public_images/food101/dumplings/food101_dumplings_000019.jpg
979,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,garlic,mushroom,tomato,egg,chicken,beans",public_images/food101/dumplings/food101_dumplings_000020.jpg
980,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,beans,mushroom,cream,tomato,spice",public_images/food101/dumplings/food101_dumplings_000021.jpg
981,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,beef,beans,garlic,cream",public_images/food101/dumplings/food101_dumplings_000022.jpg
982,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,chili,potato,shrimp,rice,egg",public_images/food101/dumplings/food101_dumplings_000023.jpg
983,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"mushroom,fish,beef,potato,spinach,rice",public_images/food101/dumplings/food101_dumplings_000024.jpg
984,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,shrimp,spice,mushroom",public_images/food101/dumplings/food101_dumplings_000025.jpg
985,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,cream,rice,fish",public_images/food101/dumplings/food101_dumplings_000026.jpg
986,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,cream,cheese,fish,mushroom",public_images/food101/dumplings/food101_dumplings_000027.jpg
987,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,spice,garlic,egg,chicken",public_images/food101/dumplings/food101_dumplings_000028.jpg
988,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"avocado,lamb,tofu,beef,potato",public_images/food101/dumplings/food101_dumplings_000029.jpg
989,dumplings,dumplings,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,spice,lamb",public_images/food101/dumplings/food101_dumplings_000030.jpg
990,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,cheese,chili,tomato",public_images/food101/edamame/food101_edamame_000001.jpg
991,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,pasta,chicken,garlic,cheese,egg,tomato",public_images/food101/edamame/food101_edamame_000002.jpg
992,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,garlic,spice,potato,mushroom,rice",public_images/food101/edamame/food101_edamame_000003.jpg
993,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,potato,spinach,beef,chicken,spice,pasta",public_images/food101/edamame/food101_edamame_000004.jpg
994,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chili,rice,avocado,egg,pasta,cheese,shrimp",public_images/food101/edamame/food101_edamame_000005.jpg
995,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,chili,tofu,chicken,cream,spice,garlic",public_images/food101/edamame/food101_edamame_000006.jpg
996,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,cheese,chicken,pasta,shrimp",public_images/food101/edamame/food101_edamame_000007.jpg
997,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,mushroom,cheese,garlic",public_images/food101/edamame/food101_edamame_000008.jpg
998,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,cream,avocado,spice,rice",public_images/food101/edamame/food101_edamame_000009.jpg
999,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,chicken,chili,tomato,pasta,avocado",public_images/food101/edamame/food101_edamame_000010.jpg
1000,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,avocado,chicken,lamb,mushroom,beans",public_images/food101/edamame/food101_edamame_000011.jpg
1001,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,mushroom,rice,chili,potato",public_images/food101/edamame/food101_edamame_000012.jpg
1002,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,potato,rice,tomato,beef,avocado",public_images/food101/edamame/food101_edamame_000013.jpg
1003,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,cream,shrimp,mushroom,tomato,spice",public_images/food101/edamame/food101_edamame_000014.jpg
1004,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,beef,fish,pasta",public_images/food101/edamame/food101_edamame_000015.jpg
1005,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,tofu,potato,beef,spice,egg,cream",public_images/food101/edamame/food101_edamame_000016.jpg
1006,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,spice,beef,pasta,egg,beans,shrimp",public_images/food101/edamame/food101_edamame_000017.jpg
1007,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,avocado,garlic,cream",public_images/food101/edamame/food101_edamame_000018.jpg
1008,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,cheese,avocado,garlic,beef,lamb,chicken",public_images/food101/edamame/food101_edamame_000019.jpg
1009,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,egg,pasta,tofu,rice",public_images/food101/edamame/food101_edamame_000020.jpg
1010,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,cheese,beef,avocado",public_images/food101/edamame/food101_edamame_000021.jpg
1011,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,rice,tomato",public_images/food101/edamame/food101_edamame_000022.jpg
1012,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,egg,chicken,lamb,cream,mushroom,shrimp",public_images/food101/edamame/food101_edamame_000023.jpg
1013,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,mushroom,spinach,lamb,avocado,fish",public_images/food101/edamame/food101_edamame_000024.jpg
1014,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,egg,beef,avocado,spice,cheese",public_images/food101/edamame/food101_edamame_000025.jpg
1015,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,chicken,rice",public_images/food101/edamame/food101_edamame_000026.jpg
1016,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,spice,beans,cream,avocado,tofu",public_images/food101/edamame/food101_edamame_000027.jpg
1017,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,spinach,garlic,tofu,tomato,spice",public_images/food101/edamame/food101_edamame_000028.jpg
1018,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chili,shrimp,garlic,beans,egg,rice",public_images/food101/edamame/food101_edamame_000029.jpg
1019,edamame,edamame,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,egg,chili",public_images/food101/edamame/food101_edamame_000030.jpg
1020,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,mushroom,potato,shrimp",public_images/food101/eggs_benedict/food101_eggs_benedict_000001.jpg
1021,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,shrimp",public_images/food101/eggs_benedict/food101_eggs_benedict_000002.jpg
1022,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,spice,pasta,tofu,potato,beef",public_images/food101/eggs_benedict/food101_eggs_benedict_000003.jpg
1023,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tofu,avocado,fish,pasta",public_images/food101/eggs_benedict/food101_eggs_benedict_000004.jpg
1024,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,mushroom,beef,tofu,fish,garlic",public_images/food101/eggs_benedict/food101_eggs_benedict_000005.jpg
1025,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,cream,mushroom,cheese,avocado,shrimp",public_images/food101/eggs_benedict/food101_eggs_benedict_000006.jpg
1026,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,beef,shrimp,fish,avocado,tomato",public_images/food101/eggs_benedict/food101_eggs_benedict_000007.jpg
1027,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,avocado,tofu",public_images/food101/eggs_benedict/food101_eggs_benedict_000008.jpg
1028,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,spice,tofu,cream,rice,avocado,lamb",public_images/food101/eggs_benedict/food101_eggs_benedict_000009.jpg
1029,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,cheese,cream,beans",public_images/food101/eggs_benedict/food101_eggs_benedict_000010.jpg
1030,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,lamb,cream,mushroom,shrimp,beans",public_images/food101/eggs_benedict/food101_eggs_benedict_000011.jpg
1031,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,avocado,shrimp,potato,chili,mushroom,cream",public_images/food101/eggs_benedict/food101_eggs_benedict_000012.jpg
1032,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,beans,beef,avocado,potato",public_images/food101/eggs_benedict/food101_eggs_benedict_000013.jpg
1033,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,fish,pasta",public_images/food101/eggs_benedict/food101_eggs_benedict_000014.jpg
1034,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tofu,pasta,avocado,cheese",public_images/food101/eggs_benedict/food101_eggs_benedict_000015.jpg
1035,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,spice,chicken,rice",public_images/food101/eggs_benedict/food101_eggs_benedict_000016.jpg
1036,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tofu,spinach",public_images/food101/eggs_benedict/food101_eggs_benedict_000017.jpg
1037,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,chicken,spinach,tomato,cheese",public_images/food101/eggs_benedict/food101_eggs_benedict_000018.jpg
1038,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,spinach,tofu,fish,potato,chili,pasta",public_images/food101/eggs_benedict/food101_eggs_benedict_000019.jpg
1039,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chicken,tomato,rice,spice,beans,cream",public_images/food101/eggs_benedict/food101_eggs_benedict_000020.jpg
1040,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,lamb,beans",public_images/food101/eggs_benedict/food101_eggs_benedict_000021.jpg
1041,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,pasta,garlic",public_images/food101/eggs_benedict/food101_eggs_benedict_000022.jpg
1042,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,chili,cheese",public_images/food101/eggs_benedict/food101_eggs_benedict_000023.jpg
1043,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,avocado,beans,pasta,potato,tomato",public_images/food101/eggs_benedict/food101_eggs_benedict_000024.jpg
1044,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,lamb,chili,cream,pasta,avocado,tofu",public_images/food101/eggs_benedict/food101_eggs_benedict_000025.jpg
1045,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,cream,fish,beans,pasta,tomato",public_images/food101/eggs_benedict/food101_eggs_benedict_000026.jpg
1046,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,cheese,rice,garlic",public_images/food101/eggs_benedict/food101_eggs_benedict_000027.jpg
1047,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,fish,mushroom,spice,potato,pasta,chicken",public_images/food101/eggs_benedict/food101_eggs_benedict_000028.jpg
1048,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,beans,mushroom",public_images/food101/eggs_benedict/food101_eggs_benedict_000029.jpg
1049,eggs_benedict,eggs_benedict,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,spinach,pasta",public_images/food101/eggs_benedict/food101_eggs_benedict_000030.jpg
1050,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,garlic,rice,mushroom,lamb,tofu",public_images/food101/escargots/food101_escargots_000001.jpg
1051,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,beans,spinach,mushroom",public_images/food101/escargots/food101_escargots_000002.jpg
1052,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,avocado,tomato,pasta,spice,chicken",public_images/food101/escargots/food101_escargots_000003.jpg
1053,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,tofu,cheese",public_images/food101/escargots/food101_escargots_000004.jpg
1054,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,fish,beans,chili",public_images/food101/escargots/food101_escargots_000005.jpg
1055,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,potato,spice,chicken,beans",public_images/food101/escargots/food101_escargots_000006.jpg
1056,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,cream,pasta,potato,garlic",public_images/food101/escargots/food101_escargots_000007.jpg
1057,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,garlic,beans",public_images/food101/escargots/food101_escargots_000008.jpg
1058,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,chicken,avocado,spice,garlic,fish",public_images/food101/escargots/food101_escargots_000009.jpg
1059,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,egg,chili,beef,beans",public_images/food101/escargots/food101_escargots_000010.jpg
1060,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,potato,garlic,egg",public_images/food101/escargots/food101_escargots_000011.jpg
1061,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chili,mushroom,pasta,garlic,chicken,cheese",public_images/food101/escargots/food101_escargots_000012.jpg
1062,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,lamb,cream,beef,rice,fish,chicken",public_images/food101/escargots/food101_escargots_000013.jpg
1063,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,potato,avocado,egg,beans",public_images/food101/escargots/food101_escargots_000014.jpg
1064,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,pasta,garlic,chili,rice,spice,mushroom",public_images/food101/escargots/food101_escargots_000015.jpg
1065,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tomato,lamb,tofu,pasta,spice,rice",public_images/food101/escargots/food101_escargots_000016.jpg
1066,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"avocado,cheese,lamb,chili,spice",public_images/food101/escargots/food101_escargots_000017.jpg
1067,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,mushroom,chicken",public_images/food101/escargots/food101_escargots_000018.jpg
1068,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"mushroom,beef,spice,garlic,spinach,lamb",public_images/food101/escargots/food101_escargots_000019.jpg
1069,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,garlic,beef,cheese,potato,mushroom,lamb",public_images/food101/escargots/food101_escargots_000020.jpg
1070,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,shrimp,mushroom",public_images/food101/escargots/food101_escargots_000021.jpg
1071,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,pasta,chili",public_images/food101/escargots/food101_escargots_000022.jpg
1072,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,garlic,tofu,chili,cheese,rice,shrimp",public_images/food101/escargots/food101_escargots_000023.jpg
1073,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,beans,pasta,spice,garlic",public_images/food101/escargots/food101_escargots_000024.jpg
1074,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,pasta,rice,garlic",public_images/food101/escargots/food101_escargots_000025.jpg
1075,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,rice,beef,avocado,beans,chili",public_images/food101/escargots/food101_escargots_000026.jpg
1076,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,potato,mushroom",public_images/food101/escargots/food101_escargots_000027.jpg
1077,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,potato,lamb",public_images/food101/escargots/food101_escargots_000028.jpg
1078,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,rice,beef,pasta,tomato,cream,chili",public_images/food101/escargots/food101_escargots_000029.jpg
1079,escargots,escargots,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,garlic,potato,tofu,chili",public_images/food101/escargots/food101_escargots_000030.jpg
1080,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,chicken,spinach,chili",public_images/food101/falafel/food101_falafel_000001.jpg
1081,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,shrimp,chili",public_images/food101/falafel/food101_falafel_000002.jpg
1082,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,fish,shrimp",public_images/food101/falafel/food101_falafel_000003.jpg
1083,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,egg,tofu,lamb",public_images/food101/falafel/food101_falafel_000004.jpg
1084,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,garlic,spice,cream,tofu",public_images/food101/falafel/food101_falafel_000005.jpg
1085,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,beef,cream,tofu,cheese,tomato,egg",public_images/food101/falafel/food101_falafel_000006.jpg
1086,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,spinach,tomato,potato,beef,fish",public_images/food101/falafel/food101_falafel_000007.jpg
1087,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,rice,lamb,shrimp,avocado,potato,garlic",public_images/food101/falafel/food101_falafel_000008.jpg
1088,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,garlic,tofu,spinach,chicken",public_images/food101/falafel/food101_falafel_000009.jpg
1089,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,spinach,cheese",public_images/food101/falafel/food101_falafel_000010.jpg
1090,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,spinach,tofu,avocado,pasta",public_images/food101/falafel/food101_falafel_000011.jpg
1091,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,egg,beef,mushroom,cheese",public_images/food101/falafel/food101_falafel_000012.jpg
1092,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,cheese,garlic,cream,pasta,rice",public_images/food101/falafel/food101_falafel_000013.jpg
1093,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,shrimp,fish,tomato,mushroom,rice",public_images/food101/falafel/food101_falafel_000014.jpg
1094,falafel,falafel,,,Unknown,Main,Plant,food101,dataset_label+heuristic_metadata,,,"beans,spinach,shrimp,cream",public_images/food101/falafel/food101_falafel_000015.jpg
