image_path,dish_name,cuisine,protein,prep_style,notes
images/miso_soup/miso_soup_17639.jpg,miso soup,Japanese,mixed,stewed,bootstrapped_from_manifest
images/chicken_curry/chicken_curry_36590.jpg,chicken curry,Indian,meat,stewed,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_19782.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23840.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/beignets/beignets_12558.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24435.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60380.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60100.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/takoyaki/takoyaki_61237.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/foie_gras/foie_gras_7037.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/croque_madame/croque_madame_43700.jpg,croque madame,French,mixed,mixed,bootstrapped_from_manifest
images/samosa/samosa_1587.jpg,samosa,Indian,mixed,fried,bootstrapped_from_manifest
images/peking_duck/peking_duck_40558.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/pancakes/pancakes_32189.jpg,pancakes,American,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60446.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/macarons/macarons_64037.jpg,macarons,unknown,mixed,mixed,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_49418.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/tacos/tacos_7817.jpg,tacos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/strawberry_shortcake/strawberry_shortcake_42299.jpg,strawberry shortcake,unknown,mixed,baked,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51212.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/lobster_roll_sandwich/lobster_roll_sandwich_73803.jpg,lobster roll sandwich,unknown,mixed,mixed,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_54930.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52409.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/ramen/ramen_9996.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24327.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/clam_chowder/clam_chowder_43151.jpg,clam chowder,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_29163.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/churros/churros_624.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/guacamole/guacamole_41655.jpg,guacamole,Mexican,mixed,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8831.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/spring_rolls/spring_rolls_4469.jpg,spring rolls,Thai,mixed,fried,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23841.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57275.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_55470.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_48916.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/miso_soup/miso_soup_17402.jpg,miso soup,Japanese,mixed,stewed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51487.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/sushi/sushi_58318.jpg,sushi,Japanese,seafood,raw-citrus,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_35187.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/dumplings/dumplings_56449.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56493.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/waffles/waffles_65242.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/french_onion_soup/french_onion_soup_44951.jpg,french onion soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3437.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_19591.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/scallops/scallops_29048.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18723.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/tiramisu/tiramisu_26276.jpg,tiramisu,Italian,mixed,baked,bootstrapped_from_manifest
images/foie_gras/foie_gras_7040.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59702.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59762.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/hamburger/hamburger_55711.jpg,hamburger,unknown,mixed,mixed,bootstrapped_from_manifest
images/waffles/waffles_65136.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/ramen/ramen_9943.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5326.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_73160.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_49267.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23296.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/french_toast/french_toast_50317.jpg,french toast,unknown,mixed,mixed,bootstrapped_from_manifest
images/hummus/hummus_38261.jpg,hummus,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/garlic_bread/garlic_bread_32665.jpg,garlic bread,unknown,mixed,mixed,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65630.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/onion_rings/onion_rings_34065.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/donuts/donuts_47072.jpg,donuts,unknown,mixed,mixed,bootstrapped_from_manifest
images/sushi/sushi_58316.jpg,sushi,Japanese,seafood,raw-citrus,bootstrapped_from_manifest
images/fish_and_chips/fish_and_chips_39404.jpg,fish and chips,unknown,seafood,mixed,bootstrapped_from_manifest
images/baby_back_ribs/baby_back_ribs_17116.jpg,baby back ribs,unknown,mixed,mixed,bootstrapped_from_manifest
images/beignets/beignets_12682.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18638.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_28979.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/pulled_pork_sandwich/pulled_pork_sandwich_10902.jpg,pulled pork sandwich,American,meat,mixed,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_1074.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3139.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/gnocchi/gnocchi_22984.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54264.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25701.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_14233.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/spaghetti_bolognese/spaghetti_bolognese_27595.jpg,spaghetti bolognese,Italian,mixed,mixed,bootstrapped_from_manifest
images/club_sandwich/club_sandwich_19360.jpg,club sandwich,American,mixed,mixed,bootstrapped_from_manifest
images/croque_madame/croque_madame_43509.jpg,croque madame,French,mixed,mixed,bootstrapped_from_manifest
images/sashimi/sashimi_2253.jpg,sashimi,unknown,mixed,mixed,bootstrapped_from_manifest
images/baby_back_ribs/baby_back_ribs_16648.jpg,baby back ribs,unknown,mixed,mixed,bootstrapped_from_manifest
images/waffles/waffles_64723.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/scallops/scallops_28614.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/waffles/waffles_65224.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/bibimbap/bibimbap_11607.jpg,bibimbap,Korean,mixed,mixed,bootstrapped_from_manifest
images/lobster_roll_sandwich/lobster_roll_sandwich_74157.jpg,lobster roll sandwich,unknown,mixed,mixed,bootstrapped_from_manifest
images/spaghetti_bolognese/spaghetti_bolognese_27262.jpg,spaghetti bolognese,Italian,mixed,mixed,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60597.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/lasagna/lasagna_40276.jpg,lasagna,Italian,mixed,simmered,bootstrapped_from_manifest
images/garlic_bread/garlic_bread_32318.jpg,garlic bread,unknown,mixed,mixed,bootstrapped_from_manifest
images/edamame/edamame_30349.jpg,edamame,unknown,mixed,mixed,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18195.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_72943.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/nachos/nachos_74287.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3640.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/pho/pho_69014.jpg,pho,Vietnamese,mixed,stewed,bootstrapped_from_manifest
images/huevos_rancheros/huevos_rancheros_66957.jpg,huevos rancheros,unknown,mixed,mixed,bootstrapped_from_manifest
images/grilled_salmon/grilled_salmon_35986.jpg,grilled salmon,unknown,mixed,grilled,bootstrapped_from_manifest
images/omelette/omelette_72598.jpg,omelette,unknown,mixed,mixed,bootstrapped_from_manifest
images/chocolate_mousse/chocolate_mousse_61713.jpg,chocolate mousse,unknown,mixed,mixed,bootstrapped_from_manifest
images/miso_soup/miso_soup_17973.jpg,miso soup,Japanese,mixed,stewed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57383.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/escargots/escargots_24851.jpg,escargots,French,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56769.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6513.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/fried_rice/fried_rice_46186.jpg,fried rice,Chinese,mixed,fried,bootstrapped_from_manifest
images/french_toast/french_toast_50342.jpg,french toast,unknown,mixed,mixed,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_72865.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45493.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/chicken_wings/chicken_wings_22043.jpg,chicken wings,unknown,meat,mixed,bootstrapped_from_manifest
images/sashimi/sashimi_2505.jpg,sashimi,unknown,mixed,mixed,bootstrapped_from_manifest
images/deviled_eggs/deviled_eggs_37020.jpg,deviled eggs,unknown,mixed,mixed,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_34878.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/grilled_salmon/grilled_salmon_35491.jpg,grilled salmon,unknown,mixed,grilled,bootstrapped_from_manifest
images/risotto/risotto_14891.jpg,risotto,Italian,mixed,simmered,bootstrapped_from_manifest
images/waffles/waffles_65240.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18354.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57412.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/greek_salad/greek_salad_6586.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/onion_rings/onion_rings_33958.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45724.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/edamame/edamame_30212.jpg,edamame,unknown,mixed,mixed,bootstrapped_from_manifest
images/french_toast/french_toast_50312.jpg,french toast,unknown,mixed,mixed,bootstrapped_from_manifest
images/french_fries/french_fries_53590.jpg,french fries,American,mixed,fried,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_54956.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/caesar_salad/caesar_salad_37956.jpg,caesar salad,unknown,plant,mixed,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_35014.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/oysters/oysters_75696.jpg,oysters,unknown,mixed,mixed,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_55184.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/pizza/pizza_68224.jpg,pizza,Italian,mixed,mixed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51640.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24092.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/steak/steak_16386.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/caesar_salad/caesar_salad_37508.jpg,caesar salad,unknown,plant,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8875.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56868.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/macarons/macarons_63833.jpg,macarons,unknown,mixed,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52057.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/cannoli/cannoli_66674.jpg,cannoli,unknown,mixed,mixed,bootstrapped_from_manifest
images/pho/pho_69666.jpg,pho,Vietnamese,mixed,stewed,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5753.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_1079.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/pizza/pizza_67926.jpg,pizza,Italian,mixed,mixed,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54684.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/paella/paella_15367.jpg,paella,unknown,mixed,mixed,bootstrapped_from_manifest
images/nachos/nachos_74445.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/paella/paella_15737.jpg,paella,unknown,mixed,mixed,bootstrapped_from_manifest
images/pancakes/pancakes_31786.jpg,pancakes,American,mixed,baked,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54472.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_35070.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/takoyaki/takoyaki_60790.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/spaghetti_bolognese/spaghetti_bolognese_27063.jpg,spaghetti bolognese,Italian,mixed,mixed,bootstrapped_from_manifest
images/cheese_plate/cheese_plate_59142.jpg,cheese plate,unknown,mixed,mixed,bootstrapped_from_manifest
images/waffles/waffles_65164.jpg,waffles,American,mixed,baked,bootstrapped_from_manifest
images/peking_duck/peking_duck_41206.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_48802.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18037.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/frozen_yogurt/frozen_yogurt_18543.jpg,frozen yogurt,unknown,mixed,mixed,bootstrapped_from_manifest
images/lasagna/lasagna_40410.jpg,lasagna,Italian,mixed,simmered,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24065.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/lobster_roll_sandwich/lobster_roll_sandwich_74113.jpg,lobster roll sandwich,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_29177.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51070.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54149.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/ramen/ramen_10036.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/mussels/mussels_27856.jpg,mussels,unknown,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56914.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_1087.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_837.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6250.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/churros/churros_200.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/poutine/poutine_9367.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52041.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/cheesecake/cheesecake_70793.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/dumplings/dumplings_56824.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/peking_duck/peking_duck_41190.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/sashimi/sashimi_2273.jpg,sashimi,unknown,mixed,mixed,bootstrapped_from_manifest
images/strawberry_shortcake/strawberry_shortcake_42704.jpg,strawberry shortcake,unknown,mixed,baked,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_13962.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/bibimbap/bibimbap_11652.jpg,bibimbap,Korean,mixed,mixed,bootstrapped_from_manifest
images/foie_gras/foie_gras_6873.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/club_sandwich/club_sandwich_19235.jpg,club sandwich,American,mixed,mixed,bootstrapped_from_manifest
images/garlic_bread/garlic_bread_32637.jpg,garlic bread,unknown,mixed,mixed,bootstrapped_from_manifest
images/foie_gras/foie_gras_7193.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/churros/churros_137.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/tacos/tacos_7770.jpg,tacos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/clam_chowder/clam_chowder_43417.jpg,clam chowder,unknown,mixed,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52237.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/gnocchi/gnocchi_22768.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_49039.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/macarons/macarons_64377.jpg,macarons,unknown,mixed,mixed,bootstrapped_from_manifest
images/escargots/escargots_25349.jpg,escargots,French,mixed,mixed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6198.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_54800.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/prime_rib/prime_rib_69825.jpg,prime rib,unknown,mixed,roasted,bootstrapped_from_manifest
images/pork_chop/pork_chop_3706.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52441.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/dumplings/dumplings_56512.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/churros/churros_727.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/nachos/nachos_74283.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/chicken_wings/chicken_wings_21845.jpg,chicken wings,unknown,meat,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57279.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/cheesecake/cheesecake_70578.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/steak/steak_16157.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/spaghetti_carbonara/spaghetti_carbonara_50150.jpg,spaghetti carbonara,unknown,mixed,mixed,bootstrapped_from_manifest
images/cheesecake/cheesecake_70865.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/sushi/sushi_58011.jpg,sushi,Japanese,seafood,raw-citrus,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_1053.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65508.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57094.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/takoyaki/takoyaki_61454.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65355.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24550.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/breakfast_burrito/breakfast_burrito_62640.jpg,breakfast burrito,unknown,mixed,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57091.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_13614.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/fish_and_chips/fish_and_chips_39330.jpg,fish and chips,unknown,seafood,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8864.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59717.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/falafel/falafel_20749.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/club_sandwich/club_sandwich_18861.jpg,club sandwich,American,mixed,mixed,bootstrapped_from_manifest
images/ramen/ramen_10227.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_73377.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65817.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/grilled_salmon/grilled_salmon_35421.jpg,grilled salmon,unknown,mixed,grilled,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5849.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_13556.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/paella/paella_15239.jpg,paella,unknown,mixed,mixed,bootstrapped_from_manifest
images/garlic_bread/garlic_bread_32545.jpg,garlic bread,unknown,mixed,mixed,bootstrapped_from_manifest
images/omelette/omelette_72020.jpg,omelette,unknown,mixed,mixed,bootstrapped_from_manifest
images/panna_cotta/panna_cotta_4667.jpg,panna cotta,Italian,mixed,baked,bootstrapped_from_manifest
images/pork_chop/pork_chop_3523.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/gnocchi/gnocchi_22660.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8461.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/fish_and_chips/fish_and_chips_39642.jpg,fish and chips,unknown,seafood,mixed,bootstrapped_from_manifest
images/gnocchi/gnocchi_22677.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/steak/steak_15906.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/poutine/poutine_9428.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57738.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23584.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/chicken_quesadilla/chicken_quesadilla_68416.jpg,chicken quesadilla,unknown,meat,mixed,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5465.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_14155.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24425.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/fried_rice/fried_rice_46152.jpg,fried rice,Chinese,mixed,fried,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25797.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/spaghetti_carbonara/spaghetti_carbonara_49943.jpg,spaghetti carbonara,unknown,mixed,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57003.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23583.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_19950.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/escargots/escargots_24829.jpg,escargots,French,mixed,mixed,bootstrapped_from_manifest
images/pancakes/pancakes_31850.jpg,pancakes,American,mixed,baked,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_55400.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51573.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/creme_brulee/creme_brulee_24529.jpg,creme brulee,French,mixed,baked,bootstrapped_from_manifest
images/ceviche/ceviche_52094.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/cannoli/cannoli_66558.jpg,cannoli,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_28937.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/risotto/risotto_14578.jpg,risotto,Italian,mixed,simmered,bootstrapped_from_manifest
images/cheesecake/cheesecake_70620.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/onion_rings/onion_rings_33817.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_34596.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/tiramisu/tiramisu_26342.jpg,tiramisu,Italian,mixed,baked,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54460.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
